relative_path,absolute_path,extension,size_bytes,modified_time,category,sha256_if_le_10mb
data\challenge_suite_v2.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\data\challenge_suite_v2.json,.json,4638,2026-04-07T18:53:35,dataset,6c4e73ce1e89253ad3fc51163877140857063fac79c60283ac46b582e2bcf82b
plots\ACCURACY_COMPARISON_TABLE.csv,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\ACCURACY_COMPARISON_TABLE.csv,.csv,1959,2026-04-07T22:03:43,dataset,94c79206be1d5a7d7762acc238ad8e6fd871e72a3e06c92d5e4cd9a9775d16b9
plots\ALL_MODEL_SMOKE_TEST.csv,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\ALL_MODEL_SMOKE_TEST.csv,.csv,1012,2026-04-07T22:03:43,dataset,b8a8b6081911852878161d9138e49fa876d8153411329cf1624bd0c72ba5fd4a
plots\BENCHMARK_TRACKS_EXACT.csv,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\BENCHMARK_TRACKS_EXACT.csv,.csv,1976,2026-04-07T22:03:43,dataset,c36bc584dc8fe7feadd109cbedf9b8deeb8cce9084117ffceb238f5af15424cd
plots\FILE_ANALYSIS.csv,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\FILE_ANALYSIS.csv,.csv,20382,2026-04-07T22:03:43,dataset,1e387551646230da1633a5188adb2700519dcffb9e2528897b8b1d61dcb700c1
plots\PER_ROLE_METRICS_EXACT.csv,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\PER_ROLE_METRICS_EXACT.csv,.csv,3798,2026-04-07T22:03:43,dataset,83b703553988a9273b3e6108d58566db4a1f505e121f361ff22468fe7463a47a
plots\PYTHON_MODULE_ANALYSIS.csv,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\PYTHON_MODULE_ANALYSIS.csv,.csv,7010,2026-04-07T22:03:43,dataset,ea24b08d076628d7513fd070ff3cd9e615cfdfcfb4672dc6590207b6f011cc2f
plots\RAISE_FAST_SEED_RESULTS.csv,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\RAISE_FAST_SEED_RESULTS.csv,.csv,3603,2026-04-07T22:03:43,dataset,55ba8651a178f1d26f82b50a6a73c53f6bc20b746508068c3d3dd5a2d4629f51
RAISE_SRLQA_HUGE_VISUAL_DECK_INDEX.md,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\RAISE_SRLQA_HUGE_VISUAL_DECK_INDEX.md,.md,3768,2026-04-07T21:24:22,documentation,e4e5d5cd498cddc0900b14784ee0477ce6585d6225f400ff35ae16d427abf0a6
README.md,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\README.md,.md,4669,2026-04-07T21:29:08,documentation,a6818e5d407bfb8a369c095d14a450506dfb8e402b7d7c38eee0773c40dc9ff0
plots\ACCURATE_DOCUMENTATION_INDEX.md,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\ACCURATE_DOCUMENTATION_INDEX.md,.md,14311,2026-04-07T22:03:45,documentation,b9a46a40ac5aaf3ae805fc6892b453a9dd8a09ebc40702ae49238081e81cad52
plots\PLOTS_INDEX.md,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\PLOTS_INDEX.md,.md,4693,2026-04-07T22:01:43,documentation,2a6b71b79a1ddcbeccc7b73e47d22064a779658e721259a9db4bb82016f130c4
requirements.txt,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\requirements.txt,.txt,161,2026-04-07T18:46:59,documentation,8c9abce2faa4afc2cb06519c564a2abfc95c7ccc31be689b171b06c3131a6505
.hf_cache\models\models--deepset--deberta-v3-base-squad2\.no_exist\eea39c60cc305c2e4a9504f5ff117294bebb42db\chat_template.jinja,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\.no_exist\eea39c60cc305c2e4a9504f5ff117294bebb42db\chat_template.jinja,.jinja,0,2026-04-07T19:10:04,model,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
.hf_cache\models\models--deepset--deberta-v3-base-squad2\refs\main,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\refs\main,[none],40,2026-04-07T19:09:57,model,a92756704d164fc8b796f1ea1dc80943a81ff4aff90be34e224526dbba63cd3a
.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\added_tokens.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\added_tokens.json,.json,23,2026-04-07T19:10:03,model,dc046d04c9b0ada7ae6f1dc89c465801799acdf0c9a6aab8c15a1b2d5ca4e91f
.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\config.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\config.json,.json,992,2026-04-07T19:10:05,model,10362f86504bdffbc7296412ff01240a391e4b683c7ea2aced2ce099f1e80261
.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\model.safetensors,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\model.safetensors,.safetensors,735360940,2026-04-07T19:10:45,model,
.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\special_tokens_map.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\special_tokens_map.json,.json,173,2026-04-07T19:10:03,model,311de3f4eed9d76a43bf0d71f10e62e086ca65ccce9f15d5da0d2098bf519ecc
.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\spm.model,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\spm.model,.model,2464616,2026-04-07T19:10:01,model,c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd
.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\tokenizer.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\tokenizer.json,.json,8648791,2026-04-07T19:10:03,model,7fb827d15550c884144bec6129b81d7ee7cc42c7181a678aa6b408c04a03d764
.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\tokenizer_config.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--deepset--deberta-v3-base-squad2\snapshots\eea39c60cc305c2e4a9504f5ff117294bebb42db\tokenizer_config.json,.json,379,2026-04-07T19:09:57,model,b4a034b657a1dbbc871d283ece7418b5f48a673259fd0ad56145e752f3059b1d
.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\added_tokens.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\added_tokens.json,.json,0,2026-04-07T18:59:16,model,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\chat_template.jinja,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\chat_template.jinja,.jinja,0,2026-04-07T18:59:16,model,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\model.safetensors,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\model.safetensors,.safetensors,0,2026-04-07T19:00:49,model,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\model.safetensors.index.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\model.safetensors.index.json,.json,0,2026-04-07T19:00:49,model,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\special_tokens_map.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\special_tokens_map.json,.json,0,2026-04-07T18:59:16,model,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\tokenizer.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\.no_exist\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\tokenizer.json,.json,0,2026-04-07T18:59:16,model,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
.hf_cache\models\models--microsoft--deberta-v3-base\refs\main,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\refs\main,[none],40,2026-04-07T18:59:12,model,6ab49f160416bd8ff511dfacd58552c718593d8d9fef9644b42177ca0ee6080f
.hf_cache\models\models--microsoft--deberta-v3-base\refs\refs\pr\14,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\refs\refs\pr\14,[none],40,2026-04-07T19:01:15,model,7addee9dee31ac864d32976af62995a5fd823c8caf61cf38bf99214a41782ece
.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\config.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\config.json,.json,579,2026-04-07T18:59:12,model,649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b
.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\pytorch_model.bin,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\pytorch_model.bin,.bin,371146213,2026-04-07T19:01:12,model,
.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\spm.model,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\spm.model,.model,2464616,2026-04-07T18:59:15,model,c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd
.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\tokenizer_config.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\8ccc9b6f36199bec6961081d44eb72fb3f7353f3\tokenizer_config.json,.json,52,2026-04-07T18:59:13,model,3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d
.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\de19fe7db5162df5f3d8f0b41321c0267288fd74\model.safetensors,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\.hf_cache\models\models--microsoft--deberta-v3-base\snapshots\de19fe7db5162df5f3d8f0b41321c0267288fd74\model.safetensors,.safetensors,371101258,2026-04-07T19:01:39,model,
output_temp_model_demo.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output_temp_model_demo.json,.json,23792,2026-04-07T21:54:47,result_or_config,f173f5cb5b8fbded82ee4109df2e21dd5eb76382d3b705f2fc3e57979a0aaad6
plots\EXACT_VALUES.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\EXACT_VALUES.json,.json,45497,2026-04-07T22:03:43,result_or_config,af14085fe7ceb40ec784220f644e23dfe1ef12965ce81f32336118d378b02c5e
results\eval_manifest.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\eval_manifest.json,.json,994,2026-04-07T18:53:35,result_or_config,7ece98d535234fea77189f26c5b21bba4397f158be0a47b0bb76d1b582283612
retrieval\frame_store.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\retrieval\frame_store.json,.json,4196456,2026-04-07T18:54:34,result_or_config,7e29833c1e9d3c79c99eb08b07ef58f9985d545fac7c08bafa57ed3d747a424d
app.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\app.py,.py,151,2026-04-07T19:15:40,script,407187bfff6155c867a45eebcb3ffd0a31a6d8367a6f8b752e682235ed298535
main.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\main.py,.py,141,2026-04-07T18:46:59,script,fc0476f27cba60f0a83fdebde7b8a27a00b153f9d3fc6f8241ca9d00cbe317fe
output\code\data_loading.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\data_loading.py,.py,218,2026-04-07T22:25:28,script,92bc02ed59b1942d3744b5f01d3848f37b7105c173d7732a42ba1fe443a83183
output\code\eda.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\eda.py,.py,49,2026-04-07T22:25:28,script,f1f83cf7f4fcc9f0108d1baf2a0df9d321dd8498778c5136aec43750a78d84b6
output\code\evaluation_pipeline.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\evaluation_pipeline.py,.py,230,2026-04-07T22:25:28,script,71105d388c9406fd1517c61852e195299579ec0878f260a35246dd358d7ac2b2
output\code\full_analysis_pipeline.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\full_analysis_pipeline.py,.py,62040,2026-04-07T22:25:17,script,c9e991cdd4089bfaf2df309806c616e09d58179db7f0a956064e2d427699c321
output\code\metric_computation.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\metric_computation.py,.py,193,2026-04-07T22:25:28,script,70fb9feb6aaf6f10d36b100f067daaeaf855d4cdd4bcc5779f726f52dc52bbcc
output\code\visualization.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\visualization.py,.py,49,2026-04-07T22:25:28,script,f1f83cf7f4fcc9f0108d1baf2a0df9d321dd8498778c5136aec43750a78d84b6
raise_streamlit_app.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\raise_streamlit_app.py,.py,6524,2026-04-07T19:15:36,script,adcb762be5085e427d255abbb47a8599f50654555f2b4246d9d73c2027a81e0d
run_all_models.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\run_all_models.py,.py,3937,2026-04-07T19:39:43,script,c9f20219672843e9d1ea0762f3571659cc90a156a192a247af7c51d884a3eadf
scripts\build_frame_index.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_frame_index.py,.py,107,2026-04-07T18:53:35,script,d81418b244d2e413b95b6fa21fcc2aa98d1c9add3b4683a7653316b625dd8dd3
scripts\build_full_visuals_ppt.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_full_visuals_ppt.py,.py,38748,2026-04-07T21:20:42,script,d7848c8cd4512f5d13f47385d2bc70eed313cbb346eaa54f8585d13d8bce0349
scripts\build_plots_folder_ppt.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_plots_folder_ppt.py,.py,18098,2026-04-07T21:28:19,script,eea6536aef00a48d4615f6e2599e9c2e81331a7409fb5dcb150dbcd3d8ce9b88
scripts\build_srlqa_huge_visual_deck.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_srlqa_huge_visual_deck.py,.py,16447,2026-04-07T21:23:38,script,6b0e7fa0d1431a13fedf7315f29a863a27c1da16b3be2e53c5c1ed871ed45f39
scripts\download_assets.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\download_assets.py,.py,121,2026-04-07T18:53:35,script,f4933b0e3789eaf3b02488db09b4bfd57a48d67d76e7b35aa65cb88b2d120be9
scripts\generate_accurate_plots_docs_ppt.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\generate_accurate_plots_docs_ppt.py,.py,70846,2026-04-07T21:59:42,script,72763b2bc6d013110cd05c9bd3e91103fda19775ba107de36aeb086141b36ecc
srlqa\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\__init__.py,.py,177,2026-04-07T19:03:10,script,f11a705d80ab3dfcbd9f134f51c445614322dad9eb3ad7d66beee64c358a9d26
srlqa\config.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\config.py,.py,4478,2026-04-07T18:56:32,script,b90bf7a0d76a3254d722604482e0a5d1f0f814d4011b5d8e80d05b5ba30c0c85
srlqa\data\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\data\__init__.py,.py,53,2026-04-07T18:48:00,script,5dfd5f7e38c2ced8428e7226b7fff40868d4a5dcd5ff023165b73ad3a91c5aab
srlqa\data\convert_to_mrc.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\data\convert_to_mrc.py,.py,7222,2026-04-07T18:48:00,script,7a35f02d3b702dbc839eec7277cd5ef5e49d19ae1dbee01c4ad72a7615146f6a
srlqa\data\dataset_library.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\data\dataset_library.py,.py,3798,2026-04-07T18:56:32,script,3eff0d477dddce3b6a6182b30d9fc48b22a160a9e0ba2d4c971e32d613b0d290
srlqa\decoding\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\decoding\__init__.py,.py,180,2026-04-07T18:50:20,script,50b42cfd95c886babbfe9d21178f8367ed69c42c6f6019a561a1cef85a475c85
srlqa\decoding\constrained_decoder.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\decoding\constrained_decoder.py,.py,2196,2026-04-07T18:50:20,script,918afe77aa83018981de8fdb5ea55b98e2d2f62f4c8d1208c5a74ad57bdc5050
