example_id,diagnostic,question_type,target_role,context,question,expected_answer,model_key,model_label,ok,error,predicted_answer,predicted_role,confidence,latency_ms,exact_match,accuracy,token_precision,token_recall,token_f1,bleu,role_accuracy,reasoning
challenge_v2_008,patient_boundary,WHAT,ARG1,The engineer repaired the machine carefully with a small screwdriver.,What did the engineer repair?,the machine,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,the machine,ARG1,0.895,2.343500000279164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; what_object_after_predicate
challenge_v2_008,patient_boundary,WHAT,ARG1,The engineer repaired the machine carefully with a small screwdriver.,What did the engineer repair?,the machine,raise_srlqa_model,RAISE-SRL-QA Model,True,,the machine,ARG1,0.8961196631193161,256.05459999860614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; transformer_qa_candidate
challenge_v2_008,patient_boundary,WHAT,ARG1,The engineer repaired the machine carefully with a small screwdriver.,What did the engineer repair?,the machine,legacy_hybrid,Legacy Hybrid,True,,repaired the machine carefully with a small screwdriver,ARG1,0.6950198293104768,364.7521999992023,0.0,0.0,0.25,1.0,0.4,0.21105340631872635,1.0,Question pattern 'WHAT' mapped to ARG1. The hybrid reranker aligned the predicate 'repaired' and selected 'repaired the machine carefully with a small screwdriver' from baseline evidence because it best matched the expected role.
challenge_v2_008,patient_boundary,WHAT,ARG1,The engineer repaired the machine carefully with a small screwdriver.,What did the engineer repair?,the machine,legacy_baseline,Legacy PropQA-Net Baseline,True,,repaired the machine carefully with a small screwdriver,ARG1,0.450049573276192,139.496899999358,0.0,0.0,0.25,1.0,0.4,0.21105340631872635,1.0,Legacy PropQA-Net checkpoint prediction.
challenge_v2_009,time_location_boundary,WHEN,ARGM-TMP,The meeting ended before lunch in the conference room.,When did the meeting end?,before lunch,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,before lunch,ARGM-TMP,0.997,0.2172999993490521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; when_temporal_phrase
challenge_v2_009,time_location_boundary,WHEN,ARGM-TMP,The meeting ended before lunch in the conference room.,When did the meeting end?,before lunch,raise_srlqa_model,RAISE-SRL-QA Model,True,,before lunch,ARGM-TMP,0.9999487191438674,184.84360000002198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; transformer_qa_candidate
challenge_v2_009,time_location_boundary,WHEN,ARGM-TMP,The meeting ended before lunch in the conference room.,When did the meeting end?,before lunch,legacy_hybrid,Legacy Hybrid,True,,ended before lunch in the conference room,ARG1,0.43853360894748145,378.94690000030096,0.0,0.0,0.2857142857142857,1.0,0.4444444444444445,0.24446151121745052,0.0,"Question pattern 'WHEN' suggested ARGM-TMP, but the strongest available evidence came from baseline with span 'ended before lunch in the conference room'. The baseline answer was 'ended before lunch in the conference room' (ARG1)."
challenge_v2_009,time_location_boundary,WHEN,ARGM-TMP,The meeting ended before lunch in the conference room.,When did the meeting end?,before lunch,legacy_baseline,Legacy PropQA-Net Baseline,True,,ended before lunch in the conference room,ARG1,0.48240545094013215,108.8923999996041,0.0,0.0,0.2857142857142857,1.0,0.4444444444444445,0.24446151121745052,0.0,Legacy PropQA-Net checkpoint prediction.
challenge_v2_010,time_location_boundary,WHERE,ARGM-LOC,The meeting ended before lunch in the conference room.,Where did the meeting end?,in the conference room,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,in the conference room,ARGM-LOC,0.9954999999999999,0.20730000323965214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; where_prepositional_phrase
challenge_v2_010,time_location_boundary,WHERE,ARGM-LOC,The meeting ended before lunch in the conference room.,Where did the meeting end?,in the conference room,raise_srlqa_model,RAISE-SRL-QA Model,True,,in the conference room.,ARGM-LOC,0.9973785143345594,289.38059999927646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; transformer_qa_candidate
challenge_v2_010,time_location_boundary,WHERE,ARGM-LOC,The meeting ended before lunch in the conference room.,Where did the meeting end?,in the conference room,legacy_hybrid,Legacy Hybrid,True,,in the conference room,ARGM-LOC,0.65,358.16020000129356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Question pattern 'WHERE' mapped to ARGM-LOC. The hybrid reranker aligned the predicate 'meeting' and selected 'in the conference room' from heuristic_location evidence because it best matched the expected role.
challenge_v2_010,time_location_boundary,WHERE,ARGM-LOC,The meeting ended before lunch in the conference room.,Where did the meeting end?,in the conference room,legacy_baseline,Legacy PropQA-Net Baseline,True,,ended before lunch in the conference room,ARG1,0.47041504848748444,158.05110000292188,0.0,0.0,0.5714285714285714,1.0,0.7272727272727273,0.5169731539571706,0.0,Legacy PropQA-Net checkpoint prediction.
challenge_v2_011,medical_transfer,WHAT,ARG1,The nurse administered the medicine to the patient after dinner.,What was administered?,the medicine,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,the medicine,ARG1,0.895,2.0871000015176833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; what_object_after_predicate
challenge_v2_011,medical_transfer,WHAT,ARG1,The nurse administered the medicine to the patient after dinner.,What was administered?,the medicine,raise_srlqa_model,RAISE-SRL-QA Model,True,,the medicine,ARG1,0.895,1337.871499999892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; what_object_after_predicate
challenge_v2_011,medical_transfer,WHAT,ARG1,The nurse administered the medicine to the patient after dinner.,What was administered?,the medicine,legacy_hybrid,Legacy Hybrid,True,,the medicine,ARG1,0.7251686784029007,873.0663000023924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Question pattern 'WHAT' mapped to ARG1. The hybrid reranker aligned the predicate 'administered' and selected 'the medicine' from baseline evidence because it best matched the expected role.
challenge_v2_011,medical_transfer,WHAT,ARG1,The nurse administered the medicine to the patient after dinner.,What was administered?,the medicine,legacy_baseline,Legacy PropQA-Net Baseline,True,,the medicine,ARG1,0.5154216960072517,817.8006000016467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Legacy PropQA-Net checkpoint prediction.
challenge_v2_012,medical_transfer,TO-WHOM,ARG2,The nurse administered the medicine to the patient after dinner.,Who received the medicine?,the patient,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,the patient,ARG2,0.9450000000000001,0.26059999800054356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; recipient_to_phrase
challenge_v2_012,medical_transfer,TO-WHOM,ARG2,The nurse administered the medicine to the patient after dinner.,Who received the medicine?,the patient,raise_srlqa_model,RAISE-SRL-QA Model,True,,the patient,ARG2,0.9450000000000001,553.8326000023517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; recipient_to_phrase
challenge_v2_012,medical_transfer,TO-WHOM,ARG2,The nurse administered the medicine to the patient after dinner.,Who received the medicine?,the patient,legacy_hybrid,Legacy Hybrid,True,,the medicine,ARG2,0.646,437.5428000021202,0.0,0.0,0.5,0.5,0.5,0.7598356856515925,1.0,Question pattern 'TO-WHOM' mapped to ARG2. The hybrid reranker aligned the predicate 'administered' and selected 'the medicine' from heuristic_double_object evidence because it best matched the expected role.
challenge_v2_012,medical_transfer,TO-WHOM,ARG2,The nurse administered the medicine to the patient after dinner.,Who received the medicine?,the patient,legacy_baseline,Legacy PropQA-Net Baseline,True,,administered the medicine to the patient after dinner,ARG1,0.3238935825182125,138.95749999937834,0.0,0.0,0.25,1.0,0.4,0.21105340631872635,0.0,Legacy PropQA-Net checkpoint prediction.
challenge_v2_013,nominal_event_location,WHERE,ARGM-LOC,Investigators examined the site after the explosion in the warehouse.,Where was the explosion?,in the warehouse,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,in the warehouse,ARGM-LOC,0.9954999999999999,3.084599997237092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; where_prepositional_phrase
challenge_v2_013,nominal_event_location,WHERE,ARGM-LOC,Investigators examined the site after the explosion in the warehouse.,Where was the explosion?,in the warehouse,raise_srlqa_model,RAISE-SRL-QA Model,True,,in the warehouse,ARGM-LOC,0.9954999999999999,247.20289999822853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; where_prepositional_phrase
challenge_v2_013,nominal_event_location,WHERE,ARGM-LOC,Investigators examined the site after the explosion in the warehouse.,Where was the explosion?,in the warehouse,legacy_hybrid,Legacy Hybrid,True,,in the warehouse,ARGM-LOC,0.6683333333333333,343.9905999985058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Question pattern 'WHERE' mapped to ARGM-LOC. The hybrid reranker aligned the predicate 'explosion' and selected 'in the warehouse' from heuristic_location evidence because it best matched the expected role.
challenge_v2_013,nominal_event_location,WHERE,ARGM-LOC,Investigators examined the site after the explosion in the warehouse.,Where was the explosion?,in the warehouse,legacy_baseline,Legacy PropQA-Net Baseline,True,,warehouse,ARG1,0.4941597627475858,133.00170000002254,0.0,0.0,1.0,0.3333333333333333,0.5,0.1353352832366127,0.0,Legacy PropQA-Net checkpoint prediction.
challenge_v2_014,manner_location_boundary,HOW,ARGM-MNR,The students presented their project enthusiastically at the science fair.,How did the students present their project?,enthusiastically,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,enthusiastically,ARGM-MNR,0.8975,0.627500001428416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; how_adverb
challenge_v2_014,manner_location_boundary,HOW,ARGM-MNR,The students presented their project enthusiastically at the science fair.,How did the students present their project?,enthusiastically,raise_srlqa_model,RAISE-SRL-QA Model,True,,enthusiastically,ARGM-MNR,0.8999712139368057,262.425600001734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; transformer_qa_candidate
challenge_v2_014,manner_location_boundary,HOW,ARGM-MNR,The students presented their project enthusiastically at the science fair.,How did the students present their project?,enthusiastically,legacy_hybrid,Legacy Hybrid,True,,enthusiastically,ARGM-MNR,0.6174999999999999,402.62889999939944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Question pattern 'HOW' mapped to ARGM-MNR. The hybrid reranker aligned the predicate 'presented' and selected 'enthusiastically' from heuristic_manner evidence because it best matched the expected role.
challenge_v2_014,manner_location_boundary,HOW,ARGM-MNR,The students presented their project enthusiastically at the science fair.,How did the students present their project?,enthusiastically,legacy_baseline,Legacy PropQA-Net Baseline,True,,their project enthusiastically at the science fair,ARG1,0.46611740326043216,174.44759999852977,0.0,0.0,0.14285714285714285,1.0,0.25,0.18575057999133598,0.0,Legacy PropQA-Net checkpoint prediction.
challenge_v2_015,manner_location_boundary,WHERE,ARGM-LOC,The students presented their project enthusiastically at the science fair.,Where did the students present their project?,at the science fair,raise_srlqa_fast,RAISE-SRL-QA Fast,True,,at the science fair,ARGM-LOC,0.9954999999999999,0.3761000007216353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; where_prepositional_phrase
challenge_v2_015,manner_location_boundary,WHERE,ARGM-LOC,The students presented their project enthusiastically at the science fair.,Where did the students present their project?,at the science fair,raise_srlqa_model,RAISE-SRL-QA Model,True,,at the science fair,ARGM-LOC,0.9954999999999999,258.8684000002104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,candidate_is_extractable; role_frame_compatible; where_prepositional_phrase
challenge_v2_015,manner_location_boundary,WHERE,ARGM-LOC,The students presented their project enthusiastically at the science fair.,Where did the students present their project?,at the science fair,legacy_hybrid,Legacy Hybrid,True,,at the science fair,ARGM-LOC,0.639,370.6528000002436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Question pattern 'WHERE' mapped to ARGM-LOC. The hybrid reranker aligned the predicate 'presented' and selected 'at the science fair' from heuristic_location evidence because it best matched the expected role.
challenge_v2_015,manner_location_boundary,WHERE,ARGM-LOC,The students presented their project enthusiastically at the science fair.,Where did the students present their project?,at the science fair,legacy_baseline,Legacy PropQA-Net Baseline,True,,their project enthusiastically at the science fair,ARG1,0.4642145008314401,149.4222000001173,0.0,0.0,0.5714285714285714,1.0,0.7272727272727273,0.5169731539571706,0.0,Legacy PropQA-Net checkpoint prediction.
